,image,xmin,ymin,xmax,ymax,class
2636,AMD Part1/AMD (16).E2E/2- 25- 2017 4- 57- 54 PM/Image 13.PNG,109,269,122,285,Harddrusen
2637,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 7.PNG,348,237,380,278,SoftdrusenPED
2638,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 7.PNG,228,248,271,287,Softdrusen
2639,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 7.PNG,352,243,374,272,SoftdrusenPED
2640,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 7.PNG,237,255,260,275,Softdrusen
2641,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 7.PNG,285,261,299,279,Softdrusen
2642,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 7.PNG,395,250,406,269,Softdrusen
2643,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 7.PNG,184,290,194,300,Softdrusen
2644,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 7.PNG,230,287,241,297,Harddrusen
2645,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 7.PNG,148,255,164,268,Softdrusen
2646,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 7.PNG,81,243,91,258,Reticulardrusen
2647,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 7.PNG,116,249,126,262,Reticulardrusen
2648,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 7.PNG,198,261,209,272,Harddrusen
2649,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 8.PNG,182,201,197,215,Softdrusen
2650,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 8.PNG,325,213,340,228,Softdrusen
2651,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 8.PNG,347,213,361,228,Softdrusen
2652,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 8.PNG,104,177,115,195,Reticulardrusen
2653,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 8.PNG,76,171,87,188,Reticulardrusen
2654,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 8.PNG,233,211,246,222,Reticulardrusen
2655,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 8.PNG,271,213,284,224,Reticulardrusen
2656,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 8.PNG,343,202,365,233,SoftdrusenPED
2657,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 8.PNG,319,199,341,233,SoftdrusenPED
2658,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 8.PNG,171,189,201,222,Softdrusen
2659,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 9.PNG,93,189,119,216,Softdrusen
2660,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 9.PNG,119,192,141,221,Softdrusen
2661,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 9.PNG,142,193,161,225,Softdrusen
2662,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 9.PNG,160,193,191,231,Softdrusen
2663,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 9.PNG,190,200,221,236,Softdrusen
2664,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 9.PNG,314,200,351,243,Softdrusen
2665,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 9.PNG,303,205,314,246,PRlayerdisruption
2666,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 9.PNG,315,211,346,235,SoftdrusenPED
2667,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 9.PNG,164,207,190,225,SoftdrusenPED
2668,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 9.PNG,204,217,216,229,Softdrusen
2669,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 9.PNG,148,209,158,220,Softdrusen
2670,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 9.PNG,129,206,139,218,Softdrusen
2671,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 10.PNG,171,227,199,246,SoftdrusenPED
2672,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 10.PNG,275,221,309,248,SoftdrusenPED
2673,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 10.PNG,330,228,350,246,Softdrusen
2674,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 10.PNG,65,206,75,227,Reticulardrusen
2675,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 10.PNG,390,221,406,237,Softdrusen
2676,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 10.PNG,293,210,303,221,Hyperfluorescentspots
2677,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 10.PNG,61,200,75,236,Reticulardrusen
2678,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 10.PNG,166,213,201,252,SoftdrusenPED
2679,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 10.PNG,265,219,311,255,SoftdrusenPED
2680,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 10.PNG,316,221,326,275,Geographicatrophy
2681,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 10.PNG,346,221,361,263,Geographicatrophy
2682,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 10.PNG,329,220,348,252,Softdrusen
2683,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 10.PNG,290,204,302,226,Hyperfluorescentspots
2684,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,157,210,197,254,SoftdrusenPED
2685,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,243,221,263,256,Softdrusen
2686,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,378,213,437,242,SoftdrusenPED
2687,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,70,216,83,238,Harddrusen
2688,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,36,214,50,234,Harddrusen
2689,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,123,216,134,248,Harddrusen
2690,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,330,215,341,230,Hyperfluorescentspots
2691,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,158,223,193,247,SoftdrusenPED
2692,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,249,235,260,250,Softdrusen
2693,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,309,219,387,245,PRlayerdisruption
2694,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,393,219,407,236,Softdrusen
2695,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,123,223,133,237,Reticulardrusen
2696,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,333,223,344,233,Hyperfluorescentspots
2697,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,74,225,85,235,Harddrusen
2698,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,55,224,65,234,Harddrusen
2699,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,97,223,117,237,Softdrusen
2700,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,413,218,423,229,Softdrusen
2701,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 11.PNG,453,213,463,223,Softdrusen
2702,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,138,225,159,241,SoftdrusenPED
2703,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,355,211,388,239,SoftdrusenPED
2704,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,309,211,397,236,PRlayerdisruption
2705,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,396,210,410,229,Softdrusen
2706,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,164,226,179,241,Softdrusen
2707,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,292,228,303,243,Softdrusen
2708,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,442,206,454,223,Softdrusen
2709,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,279,231,290,244,Softdrusen
2710,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,230,234,242,246,Softdrusen
2711,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,115,215,125,233,Reticulardrusen
2712,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,99,215,109,232,Reticulardrusen
2713,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,68,210,78,227,Reticulardrusen
2714,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,54,212,64,226,Reticulardrusen
2715,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,53,209,63,235,Harddrusen
2716,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,67,207,78,236,Harddrusen
2717,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,97,211,107,244,Harddrusen
2718,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,114,215,125,248,Harddrusen
2719,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,134,216,158,248,SoftdrusenPED
2720,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,162,219,181,255,Softdrusen
2721,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,285,220,308,247,SoftdrusenPED
2722,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,391,202,420,238,Softdrusen
2723,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 12.PNG,341,205,390,250,SoftdrusenPED
2724,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,292,206,348,238,Geographicatrophy
2725,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,348,199,360,231,SoftdrusenPED
2726,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,362,197,377,231,SoftdrusenPED
2727,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,377,191,407,231,SoftdrusenPED
2728,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,429,181,450,215,Softdrusen
2729,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,165,207,193,237,SoftdrusenPED
2730,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,117,203,137,235,SoftdrusenPED
2731,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,91,206,110,234,Softdrusen
2732,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,35,197,61,226,Softdrusen
2733,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,343,205,362,224,SoftdrusenPED
2734,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,172,219,192,231,Softdrusen
2735,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,382,195,404,225,Softdrusen
2736,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,435,187,446,208,Softdrusen
2737,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,294,211,345,225,PRlayerdisruption
2738,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,124,208,134,222,Reticulardrusen
2739,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,95,209,105,221,Reticulardrusen
2740,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,52,201,62,214,Reticulardrusen
2741,AMD Part1/AMD (17).E2E/2- 25- 2017 4- 59- 48 PM/Image 13.PNG,30,204,40,216,Reticulardrusen
2742,AMD Part1/AMD (18).E2E/2- 25- 2017 5- 01- 17 PM/Image 1.PNG,309,277,392,301,Choroidalfolds
2743,AMD Part1/AMD (18).E2E/2- 25- 2017 5- 01- 17 PM/Image 2.PNG,305,254,394,280,Choroidalfolds
2744,AMD Part1/AMD (18).E2E/2- 25- 2017 5- 01- 17 PM/Image 3.PNG,316,253,379,282,Choroidalfolds
2745,AMD Part1/AMD (18).E2E/2- 25- 2017 5- 01- 17 PM/Image 4.PNG,321,248,395,272,Choroidalfolds
2746,AMD Part1/AMD (18).E2E/2- 25- 2017 5- 01- 17 PM/Image 5.PNG,318,262,394,282,Choroidalfolds
2747,AMD Part1/AMD (18).E2E/2- 25- 2017 5- 01- 17 PM/Image 6.PNG,323,271,383,297,Choroidalfolds
2748,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 10.PNG,253,321,291,341,SoftdrusenPED
2749,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 10.PNG,356,308,370,320,Softdrusen
2750,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 10.PNG,92,339,102,349,Harddrusen
2751,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 10.PNG,300,316,321,331,Softdrusen
2752,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 10.PNG,90,319,103,354,Harddrusen
2753,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 10.PNG,250,301,290,348,SoftdrusenPED
2754,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 10.PNG,352,291,371,327,SoftdrusenPED
2755,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 10.PNG,292,300,311,341,Softdrusen
2756,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 10.PNG,312,298,325,339,Softdrusen
2757,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 11.PNG,188,268,232,312,SoftdrusenPED
2758,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 11.PNG,264,249,307,302,SoftdrusenPED
2759,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 11.PNG,194,280,234,305,SoftdrusenPED
2760,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 11.PNG,273,262,325,294,SoftdrusenPED
2761,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 11.PNG,309,249,328,292,SoftdrusenPED
2762,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 12.PNG,320,249,346,290,SoftdrusenPED
2763,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 12.PNG,296,256,318,295,SoftdrusenPED
2764,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 12.PNG,243,254,292,306,SoftdrusenPED
2765,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 12.PNG,229,272,239,306,Softdrusen
2766,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 12.PNG,245,270,297,296,SoftdrusenPED
2767,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 12.PNG,301,270,322,288,SoftdrusenPED
2768,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 12.PNG,326,264,349,282,SoftdrusenPED
2769,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 12.PNG,233,288,244,299,Harddrusen
2770,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 12.PNG,199,293,210,303,Harddrusen
2771,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 12.PNG,124,293,134,303,Harddrusen
2772,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 12.PNG,456,233,467,246,Harddrusen
2773,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 12.PNG,436,241,446,252,Harddrusen
2774,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 12.PNG,402,311,412,321,Harddrusen
2775,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 12.PNG,421,244,431,256,Harddrusen
2776,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 13.PNG,269,291,283,304,Softdrusen
2777,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 13.PNG,284,290,299,300,Softdrusen
2778,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 13.PNG,301,287,316,298,Softdrusen
2779,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 13.PNG,318,286,328,296,Softdrusen
2780,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 13.PNG,423,303,434,313,Softdrusen
2781,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 13.PNG,238,297,249,309,Softdrusen
2782,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 13.PNG,201,302,216,315,Softdrusen
2783,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 13.PNG,319,267,329,299,Softdrusen
2784,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 13.PNG,300,272,316,298,Softdrusen
2785,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 13.PNG,283,276,300,305,Softdrusen
2786,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 13.PNG,266,275,281,304,Softdrusen
2787,AMD Part1/AMD (19).E2E/2- 25- 2017 5- 02- 38 PM/Image 13.PNG,234,283,250,315,Softdrusen
2788,AMD Part1/AMD (20).E2E/2- 25- 2017 5- 09- 09 PM/Image 10.png,262,97,297,125,Reticulardrusen
2789,AMD Part1/AMD (20).E2E/2- 25- 2017 5- 09- 09 PM/Image 11.png,256,269,301,308,Softdrusen
2790,AMD Part1/AMD (20).E2E/2- 25- 2017 5- 09- 09 PM/Image 11.png,261,274,291,295,Reticulardrusen
2791,AMD Part1/AMD (20).E2E/2- 25- 2017 5- 09- 09 PM/Image 15.png,237,231,273,264,Reticulardrusen
2792,AMD Part1/AMD (20).E2E/2- 25- 2017 5- 09- 09 PM/Image 15.png,232,226,275,283,Softdrusen
2793,AMD Part1/AMD (20).E2E/2- 25- 2017 5- 09- 09 PM/Image 16.png,235,257,274,301,Softdrusen
2794,AMD Part1/AMD (20).E2E/2- 25- 2017 5- 09- 09 PM/Image 16.png,242,257,273,288,Reticulardrusen
2795,AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 30.png,243,249,254,266,Softdrusen
2796,AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 30.png,259,254,269,270,Harddrusen
2797,AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 30.png,241,242,254,275,Harddrusen
2798,AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 54.png,237,258,258,290,SoftdrusenPED
2799,AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 54.png,241,270,258,288,SoftdrusenPED
2800,AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 54.png,230,269,241,281,Softdrusen
2801,AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 54.png,202,271,213,281,Harddrusen
2802,AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 54.png,215,275,225,285,Harddrusen
2803,AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 54.png,179,263,189,273,Harddrusen
2804,AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 55.png,237,271,252,291,Softdrusen
2805,AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 55.png,232,266,254,295,Softdrusen
2806,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 23.png,155,209,167,238,Harddrusen
2807,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 23.png,158,213,168,227,Reticulardrusen
2808,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 23.png,236,225,247,235,Reticulardrusen
2809,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 23.png,253,229,263,240,Reticulardrusen
2810,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 23.png,284,231,294,242,Reticulardrusen
2811,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 23.png,271,228,282,238,Reticulardrusen
2812,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 23.png,319,227,329,239,Reticulardrusen
2813,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 23.png,300,229,311,239,Reticulardrusen
2814,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 26.png,156,212,166,224,Reticulardrusen
2815,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 26.png,212,221,222,231,Reticulardrusen
2816,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 26.png,202,220,213,230,Reticulardrusen
2817,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 26.png,231,221,242,232,Reticulardrusen
2818,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 26.png,318,228,328,238,Reticulardrusen
2819,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 26.png,149,200,160,229,Harddrusen
2820,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 26.png,200,207,218,237,Harddrusen
2821,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 26.png,225,208,238,241,Harddrusen
2822,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 27.png,177,221,188,256,Harddrusen
2823,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 27.png,201,224,213,257,Harddrusen
2824,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 27.png,236,233,255,261,Softdrusen
2825,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 27.png,277,231,290,267,Softdrusen
2826,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 27.png,292,234,303,265,Softdrusen
2827,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 27.png,316,235,326,264,Harddrusen
2828,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 27.png,181,232,191,242,Reticulardrusen
2829,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 27.png,205,234,216,244,Reticulardrusen
2830,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 27.png,246,239,256,252,Reticulardrusen
2831,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 27.png,296,244,307,254,Reticulardrusen
2832,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 27.png,321,244,331,255,Reticulardrusen
2833,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 27.png,333,247,344,257,Reticulardrusen
2834,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 27.png,344,246,354,256,Reticulardrusen
2835,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 27.png,358,244,369,254,Reticulardrusen
2836,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 28.png,235,232,246,246,Reticulardrusen
2837,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 28.png,205,229,216,241,Reticulardrusen
2838,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 28.png,167,228,178,239,Reticulardrusen
2839,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 28.png,268,238,279,249,Reticulardrusen
2840,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 28.png,286,240,296,250,Reticulardrusen
2841,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 28.png,372,235,382,245,Reticulardrusen
2842,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 28.png,166,211,177,245,Harddrusen
2843,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 28.png,202,218,213,250,Harddrusen
2844,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 28.png,226,221,236,251,Harddrusen
2845,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 28.png,233,222,244,251,Harddrusen
2846,AMD Part1/AMD (24).E2E/2- 25- 2017 5- 17- 27 PM/Image 28.png,264,223,275,255,Harddrusen
2847,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 13.png,116,213,164,233,PRlayerdisruption
2848,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 13.png,248,222,281,239,PRlayerdisruption
2849,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 13.png,52,196,69,211,PRlayerdisruption
2850,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 13.png,77,199,90,219,PRlayerdisruption
2851,AMD Part1/AMD (25).E2E/2- 25- 2017 5- 21- 35 PM/Image 13.png,185,216,198,237,PRlayerdisruption
